number,artist
1195,Dominga Pascali
1196,Domingos Leite De Castro
1197,Dominic Joyce
1198,Dominic Virtosu
1199,Dominic-Petru Virtosu
1200,Dominik Laux
1201,Dominique Arcadipane (ARCADI)
1202,Dominique Corti
1203,Dominique Drujon
1204,Dominique Duval
1205,Dominique Evrard
1206,Dominique Fossey
1207,Dominique Frampier
1208,Dominique Jolivet
1209,Dominique Manchet
1210,Dominique Martineau
1211,Dominique Mireille Richard
1212,Dominique Rousseau
1213,Dominique Steffens
1214,Don Bishop
1215,Don Gray
1216,Don Perley
1217,Don Weber
1218,Don West
1219,Donatella Marraoni
1220,Donato Larotonda
1221,Donna Bruni
1222,Donna Nolan Art
1223,Donna Riddington
1224,Dora Stork
1225,Dorchin Laurent
1226,Dorin Zahariuc (DorinZ)
1227,Doris Duschelbauer
1228,Dorota Jedrusik
1229,Dorota Szurc
1230,Dorotheos Antoniadis
1231,Doudoudidon
1232,Douglas Jenmac
1233,Dpart
1234,Dragan Jukic
1235,Dragomir Misina
1236,Dries Ketels
1237,Drinho Street Artiste
1238,Dumitrache Ciprian
1239,Dusa Jesih
1240,Dutch Montana
1241,Duy Tran
1242,Dzm
1243,Dzovig Arnelian
1244,E.729
1245,EL HILALI MOHAMED
1246,ELDA FRANGI
1247,ESTEVES DE COOMAN
1248,Echoing Multiverse
1249,Ed Schaap
1250,Eda Oslu
1251,Edcha
1252,Eddie Love
1253,Eddy Legrand
1254,Eddy Martinez
1255,Edgar Invoker
1256,Edie Nadelhaft
1257,Edie Tempier
1258,Edith Taioni
1259,Edith Torony
1260,Edmundo Pita
1261,Edouard Dacheux
1262,Eduard Baranov
1263,Eduard Kont
1264,Eduard Zentsik
1265,Eduardo Bernal
1266,Eduardo Landa
1267,Eduardo Scivoletto
1268,Edwige Manon (edman)
1269,Effat Pourhasani
1270,Efrat Baler
1271,Eigirdas Scinskas
1272,Eileen Lunecke
1273,Ejaaz Haniff
1274,Ekaterina
1275,Ekaterina Belukhina
1276,Ekaterina Cherkasova
1277,Ekaterina Ivanova
1278,Ekaterina Kolchenko
1279,Ekaterina Nikitina
1280,Eklektik Art
1281,El Bekkaye Mekkaoui
1282,Elaine Rogers
1283,Eleanor Quellien
1284,Elena Aleksandrova
1285,Elena And Gennady Vylusk (Goshiki)
1286,Elena Avrina
1287,Elena Branovitskaya
1288,Elena Cotté
1289,Elena Demianchenko
1290,Elena Dobrynina
1291,Elena García de la Fuente
1292,Elena Hlavenchuk
1293,Elena Ivanova
1294,Elena Kononova
1295,Elena Kraft
1296,Elena Litvinova
1297,Elena Lukina
1298,Elena Markova
1299,Elena Mikhailova
1300,Elena Mosurak
1301,Elena Nesterova
1302,Elena Oleniuc
1303,Elena Petryk
1304,Elena Reutova
1305,Elena Roldugina
1306,Elena Rybakova
1307,Elena Sayapina
1308,Elena Sivoplyasova
1309,Elena Soroka
1310,Elena Strelets
1311,Elena Tananaeva
1312,Elena Troyanskaya
1313,Elena Tuncer
1314,Elena Zaytseva
1315,Elena Zouain
1316,Elena//K.Smith
1317,Eleni Pratsi
1318,Eleonora Escalante
1319,Elham Etemadi
1320,Elia Tomás
1321,Eliane Boivin
1322,Eliane Debard Arnould
1323,Eliane Marque
1324,Eliane Saheurs
1325,Eliane Ypersiel
1326,Elif Bannister
1327,Elif Karaman
1328,Elika D (Lucky Heza)
1329,Elio Della Torre
1330,Elisabeth Bazin
1331,Elisabeth Constantin
1332,Elisabeth Laplante
1333,Elisabeth Sandillon
1334,Elisabetta Bosisio
1335,Elisabetta Duminuco
1336,Elise Mendelle
1337,Elise Pioger / Art Cire
1338,Elissa Dorfman
1339,Elitrompe
1340,Elizabeth Becker
1341,Elizabeth Elkin
1342,Elizabeth Lennie
1343,Elizabeth Nagle
1344,Elizabeth Williams
1345,Elke Albrecht
1346,Elke Thiébaut
1347,Ella Joosten
1348,Ellen Fasthuber-Huemer
1349,Ellen Shire
1350,Ellie Ali
1351,Ellis King
1352,Elma Sanchez Le Meur
1353,Elmar Magerram
1354,Elmira Onagh
1355,Elmira Sharipova
1356,Elnaz Mostofi Pour Shoshtari
1357,Elodie Frydman
1358,Elodie Rogel
1359,Elohim Sanchez
1360,Elsa Ducourret (Zaelle)
1361,Elyce Abrams
1362,Emanuel Titus Marginean
1363,Emanuela Massena
1364,Emanuele Cardone
1365,Emelie Jegerings
1366,Emese Bács
1367,Emil Mlynarcik
1368,Emilia Milcheva
1369,Emilia Urbaníková
1370,Emilian Alexianu
1371,Emiliano Baiocchi
1372,Emilie Lagarde
1373,Emilienne Gobatto
1374,Emiliya Lane
1375,Emily Ardelean
1376,Emily Bouvet
1377,Emily Kirby
1378,Emily Starck
1379,Emir Zenón Gómez Farah
1380,Emma Hesse
1381,Emma Lapassouze
1382,Emma Pesti
1383,Emma Vakarelova
1384,Emmanuel Bluy
1385,Emmanuel Diot
1386,Emmanuel Mergault
1387,Emmanuel Tissandier
1388,Emmanuele Cammarano
1389,Emmanuelle Menny Fleuridas
1390,Engelina Zandstra
1391,Enio
1392,Enriqueta Ahrensburg
1393,Enzo
1394,Epi -
1395,Equipquart
1396,Erekle Kiparoidze
1397,Eric Boisseau
1398,Eric Bourdon
1399,Eric Bourse
1400,Eric Daude
1401,Eric Doisy
1402,Eric Guenette
1403,Eric Hardy
1404,Eric Kaiser
1405,Eric Lorcy
1406,Eric Ruelland
1407,Eric Stefanski
1408,Eric Stephan
1409,Eric Vogel
1410,Eric Winzenried
1411,Erica Lambertson
1412,Erick Millet
1413,Erik-H
1414,Erin Cross
1415,Erin Fitzpatrick
1416,Erin Hanson
1417,Erkin Yılmaz
1418,Ernest Korh
1419,Ernst Kruijff
1420,Eryk Giermak
1421,Eryk Maler
1422,Eska Kerouedan
1423,Esmira
1424,Estelle Asmodelle
1425,Estelle Gautier
1426,Ester Pavón
1427,Esteves De Cooman
1428,Esther Arias Aguilar
1429,Ethel Vrana
1430,Etienne Eymard Duvernay
1431,Ettore Sassi
1432,Etzi
1433,Eugene Chernyakovsky
1434,Eugene Panov
1435,Eugenia Delad: Akasha De Winter Galery
1436,Eugenia Gorbacheva
1437,Eugenia Naumchuk
1438,Eugenio Otero Vilchez
1439,Eustaquio Carrasco
1440,Eva Dahn Rubin
1441,Eva Darrington
1442,Eva Dumperth
1443,Eva Fialka
1444,Eva Kunze
1445,Eva Lesil
1446,Eva Lewarne
1447,Eva Pantera
1448,Eva Volf
1449,Evarist Marashi
1450,Eve Paloc
1451,Evelina Emir-Ali
1452,Eveline Ghironi (khava)
1453,Evelyn Hamilton
1454,Evelyne Sie
1455,Evfrosina
1456,Evgen Semenyuk
1457,Evgenia Erkenova
1458,Evgenia Ermilova
1459,Evgenia Pestova
1460,Evgeniy Malyshev
1461,Evgeniy Shapovalov
1462,Evgeniya Bolyukh
1463,Evgeniya Rusakova echo
1464,Evgeny Potapkin
1465,Evgeny Yakovlev
1466,Evgeny Yudin
1467,Evie Elliott
1468,Ewa Duraszynska
1469,Ewa Helzen
1470,Ewa Hewelt
1471,Ewa Jasek
1472,Ewa Matyja
1473,Ewe
1474,Eyittayo alagbe
1475,Ezra Bejar
1476,FERNANDO JARAMILLO
1477,FERNANDO NIEVAS
1478,FINTAN WHELAN
1479,FRITSCH LOUISE
1480,Fabien Remy
1481,Fabienne Fol
1482,Fabienne Jenny Jacquet
1483,Fabienne Monestier
1484,Fabienne Perrel
1485,Fabienne Rattier
1486,Fabienne Roques
1487,Fabrice Girardeau
1488,Fabrizio Avena
1489,Fabrizio Riccardi
1490,Fannie Gadbin
1491,Fannyshylton
1492,Fanou Montel
1493,Faramarz Mokhtarpour
1494,Farid Bellal
1495,Farideh Hooshiar
1496,Fariza
1497,Farkhondeh Sheibanikia (Farah)
1498,Fatemeh Latifi
1499,Fatemeh Noazar
1500,Fatemeh Soltanmohamadi
1501,Fatiha Mimene
1502,Fatima Art
1503,Fatmir Brezanin
1504,Federica Belloli
1505,Federica DeAngelis
1506,Federico Consolazione
1507,Federico Cortese
1508,Federika Di Maggio
1509,Fedora Akimova
1510,Fedoranf
1511,Feila
1512,Felipe Alarcón
1513,Feliz
1514,Fernanda Cataldo
1515,Fernando Cometto
1516,Fernando Gomez Balbontin
1517,Ferracci
1518,Ferruccio Gard
1519,Fila Rodriguez
1520,Filiberto Montesinos Castañon
1521,Filip Krajči
1522,Filippo Francocci
1523,Filiz Soyak
1524,Filomena Booth
1525,Finlay Coupar
1526,Fiona Maclean
1527,Fitzia Mendialdua
1528,Flavia Birsan
1529,Flo.E27
1530,Flora Afognon
1531,Florence Blouet
1532,Florence H
1533,Florence Nayrolles
1534,Florent L.Dauthuille
1535,Florent Navarro
1536,Floriane Moraca
1537,Florina Breazu
1538,Flyuza Povarenkina
1539,Fonseca Martins
1540,Fouschy
1541,France Mondello
1542,Francesca Borgo
1543,Francesca BucciVernizziMiron
1544,Francesco D'Adamo
1545,Francis Diez
1546,Francis Eric Dimarucut
1547,Francis Gabriel Garofalo Freire
1548,Francis L'Huillier
1549,Francis Punshon
1550,Francis Reynolds
1551,Francis Vandenbroucke
1552,Francis Vincensini
1553,Francisco Cadete
1554,Francisco Palomares
1555,Francisco Santos
1556,Francisco Vila  Guillén
1557,Francisco Vázquez
1558,Franck Chambrun
1559,Franck Denuel
1560,Franck Hebert
1561,Franck Le Boulicaut
1562,Franck.A
1563,Franco Zucchella
1564,Francois Desnoyers
1565,Francoise Issaly
1566,Francoise Leblanc
1567,Francoise Souriau
1568,Francoise Tard
1569,Frank Jaehne
1570,Frank Sabatte
1571,Frank Trocino
1572,Franko Tencic
1573,François Brisson
1574,François Joseph Durand
1575,François Lestrille
1576,François Mahé
1577,François Noël
1578,François Xavier Dauler
1579,Françoise Amossé
1580,Françoise Clercx
1581,Françoise Gil
1582,Françoise Gomes
1583,Françoise Perrotton
1584,Fred Bell
1585,Fred Razza
1586,Fred Smilde
1587,Frederic Belaubre
1588,Frederique Daudenet
1589,Fredy
1590,Freya Laetitia Stinton
1591,Frob
1592,Frédéric Foubert
1593,Frédérique Girin
1594,Frédérique Rouquette
1595,Fynn Klün
1596,Félix Hemme
1597,G Kustom Kuhl
1598,G Riart
1599,G. Ivanov
1600,GINA COCHRAN
1601,Gabriel Cristian Matei
1602,Gabriel Knollys
1603,Gabriela Horikawa
1604,Gabriele Donelli
1605,Gabriele Maurus
1606,Gabriele Walter
1607,Gabrielle Hollensett-Grugier
1608,Gaby Silva Bavio
1609,Gaelle Skura
1610,Gaetano Ligrani
1611,Gagosh
1612,Gagyi Botond
1613,Gala Turovskaya
1614,Galen Cheney
1615,Galina Anisimova
1616,Galina Khabarova
1617,Galina Ustinova
1618,Galina Vasiljeva
1619,Galina Velcheva
1620,Galina Yarovikova
1621,Galina Zimmatore
1622,Gallery Qoch'Art
1623,Galya Didur
1624,Gamze Yolal
1625,Gareth Kemp
1626,Gary Gar
1627,Gary Haddan
1628,Gary Hogben
1629,Gavin Zeigler
1630,Gaël Gao
1631,Geert Jager
1632,Geesien Postema
1633,Geet Bebo
1634,Geetu Thakur
1635,Gena Alekhnovich
1636,Gene Barbe
1637,Genevieve Leavold
1638,Geneviève Nicolas
1639,Geni Gorani
1640,Gennadi Kurlenkov
1641,Gennadiy Protsko
1642,Gennaro Santaniello
1643,Geoffrey Howard
1644,Geoffrey Stein
1645,Georg Redzek
1646,George Abramidze
1647,George Antoni
1648,George Brinner
1649,George Mirinchev
1650,George Tril
1651,Georges Fho Madison
1652,Georges Roques
1653,Georges Salvant
1654,Georgia Noble
1655,Georgina Rey
1656,Gerard
1657,Gerard Jouannet
1658,Gerard Leclercq
1659,Gerard Rouviere
1660,Gerlind Hentze
1661,Germain Henneka
1662,Gerry Dudgeon
1663,Gerry Miller
1664,Gerry Van Kerkhof
1665,Gesa Reuter
1666,Gevorg Sinanyan
1667,Gheri Scarpellini
1668,Ghislaine Rimmen-Mohl
1669,Giada World
1670,Gian Luigi Delpin
1671,Gianluca Fascetto
1672,Gianni Lucchesi
1673,Gianni Mileo
1674,Giedra Purlyte
1675,Gil Angelo Gazzoli
1676,Gilbert Laporta
1677,Gilbert Loutfi
1678,Gill Bustamante
1679,Gilles Chambon
1680,Gilles Nardone
1681,Gilles Queval
1682,Gina Parr
1683,Gino Belassen
1684,Gintaras Zubrys
1685,Gio Mondelli
1686,Giorgi Kikvadze
1687,Giorgio Gosti
1688,Giorgos Νcl
1689,Giovanni Greco
1690,Giovanni Scifo
1691,Gisela Gaffoglio
1692,Giséle Marchal
1693,Gitika Singh
1694,Gitte Valentiner-Branth
1695,Giu
1696,Giulio Benatti
1697,Giuseppe Fortunato
1698,Giuseppe Jobin Tanzi
1699,Giuseppe Orlando
1700,Giuseppe Spinelli
1701,Giuseppina Federico
1702,Glenn Kennedy
1703,Glib Franko
1704,Gloria Dean
1705,Gloria Ing
1706,Gohier
1707,Golnaz AFRAZ
1708,Golriz Rezvani
1709,Gomariart
1710,Gor Avetisyan
1711,Goran Petmil
1712,Goran Vojinovic (VoG)
1713,Goran Žigolić (ziggy)
1714,Gordon Sellen
1715,Gorkem Dikel
1716,Graham Arms
1717,Grażyna Smalej
1718,Greg Kaiser
1719,Greg Leander
1720,Gregg Chadwick
1721,Gregor Pratneker
1722,Gregor Stäuble
1723,Gregory Abstruct
1724,Gregory Radionov
1725,Greta Makarevich
1726,Greta Sunshine
1727,Grigorii Pavlychev
1728,Grigorii Zulkarniaev
1729,Grégoire DEVIN
1730,Grégory Geng
1731,Guena
1732,Gugi Goo
1733,Gugo
1734,Guido Mauas
1735,Guillaume Assemien
1736,Guillaume Brun
1737,Guillaume Defins
1738,Guillaume Demesy
1739,Guillaume Flouriot
1740,Guillaume Girot
1741,Guillaume Vincent
1742,Guillemette Claude
1743,Gulyás Edina
1744,Gustavo Boggia
1745,Gustavo Fernandes Art
1746,Gustavo López Alvarado
1747,Guy Blockx
1748,Guy Delaroque
1749,Guy Departe
1750,Guy Lorquet
1751,Guy Pickford
1752,Guy Rossey
1753,Guy Sopkowiz
1754,Guy Terrier
1755,Guyomard
1756,Guzell Shakir Sergey Krizhanovski
1757,Guščenka .
1758,Gvantsa Dabakhishvili
1759,Gwendal Lemercier
1760,GyoBeom An
1761,Gyula Szabo
1762,Gyula Sági
1763,Győző Byhon
1764,Gábor Szűcs
1765,Gé Viot
1766,Gérard Esquerre
1767,Gérard Fayet
1768,Gérard Gelin
1769,Gérard Nicaud
1770,H Nguyen
1771,HROMYS Krystsina Khramaya
1772,HSIN LIN
1773,HUDA NOOR
1774,HYUNJU KIM
1775,HYZHYY OLEH
1776,Habib Hasnaoui
1777,Hadi Khani
1778,Hadley Rampton
1779,Hai Linh Le
1780,Hai Nguyen
1781,Hajar Bahr
1782,Hajer Aloui
1783,Hal Mayforth
1784,Hamzart
1785,Han Xiao
1786,Hana Davis
1787,Hanae Eloudghyry
1788,Hanieh Eslamieh
1789,Haniyeh Delavarian
1790,Hanna Bryn
1791,Hanna Davydchenko
1792,Hanna Ilczyszyn
1793,Hanna Maas
1794,Hanna Sidorowicz
1795,Hanna Ten Doornkaat
1796,Hannah Adamaszek
1797,Hannah Dean
1798,Hannah Ward
1799,Hannah Weatherhead
1800,Hannes Hofstetter
1801,Hans Juergen Diez
1802,Hans Veltman
1803,Hans-Peter Emons
1804,Hanz Zatska
1805,Hao Jing
1806,Harold Aupetit
1807,Harold Westerink
1808,Harry Moody
1809,Harshada Shiv
1810,Hartiste
1811,Hassan Najim
1812,Hatem Ismail
1813,Hax
1814,Hayk Miqayelyan
1815,Hazel Miller
1816,Hazel Thomson
1817,Hbatista
1818,Heather Bellino
1819,Heather Blanton
1820,Heather Goodwind
1821,Heather Prosser
1822,Heather Rubinstein
1823,Hector O'Kanin
1824,Heidi Lanino
1825,Heidi P
1826,Heidi Thompson
1827,Heike Allerton-Davies
1828,Heike Negenborn
1829,Heike Renz
1830,Heinz HEGO Goevert
1831,Hel Mort
1832,Helbing-Art
1833,Helen Barenton
1834,Helen Sinfield
1835,Helen Tóth
1836,Helen dooley
1837,Helena Cambeiro
1838,Helena Hippert (Geb. Holland)
1839,Helena Monniello
1840,Helene Grulet
1841,Helene Lazowinsky
1842,Helia Tayebi
1843,Hellbayart
1844,Henadzy Havartsou
1845,Hennie van de Lande
1846,Henri De Pondi
1847,Henri Remi
1848,Henri Sacchi
1849,Henry Glover
1850,Henryka Wojciechowska
1851,Heny Steinberg
1852,Herbert Murrie
1853,Hermann Böcker
1854,Herr Karl
1855,Herschel fall
1856,Herve Fleury (RV)
1857,Hervieu Christelle
1858,Hervé CARRIOU
1859,Hervé Fayolle
1860,Hervé Loiseau
1861,Hervé Souffi
1862,Heurlier Cimolai Frėdėric
1863,Hico
1864,Hilal Semiha Kılıç
1865,Hilario Moreno
1866,Hilary J England
1867,Hilary Winfield
1868,Hilde Goossens
1869,Hildegarde Handsaeme
1870,Hilma Koelman
1871,Hipo - Alessio Hassan Alì
1872,Hippolyte Reininger
1873,Hiranya Ranawake
1874,Hiroyuki Moriyama
1875,Holpher
1876,Hongtao Huang
1877,Hope Zarro
1878,Horacio Cobas
1879,Hotonu Olumide Samuel
1880,Houmeau-Glowicki
1881,Hovik Igityan
1882,Howard Mason
1883,Howard Sills
1884,Hrant Hrant
1885,Hubert Bujak
1886,Hubert Oddo
1887,Hug Devi
1888,Hugo Artman
1889,Hugo Pondz
1890,Hugues Breton
1891,Hugues Matumona
1892,Hugues Renck
1893,Hye-jeon Kim
1894,Hyeran Lee
1895,Hyun Ae Kang
1896,HyunJung Kim
1897,HyunRyoung Kim
1898,Hélène Galante
1899,Hélène Kaempf
1900,Hélène Longval
1901,Hélène Rooryck
1902,Hélène Zenatti
1903,ILYA VOLYKHINE
1904,INAKI ARBULO
1905,Ia Liparteliani
1906,Ian Johnson
1907,Ian McLean
1908,Iano
1909,Iavorschi Lorena
1910,Ibolya Taligas
1911,Ica Saez
1912,Ichiro Yamamoto
1913,Iconbys
1914,Idhem San
1915,Idris Habib
1916,Ien Lucas
1917,Ieva Baklane
1918,Ifeoluwa kalejaiye
1919,Igor Bajenov
1920,Igor Bleischwitz
1921,Igor Gor
1922,Igor Kudelin
1923,Igor Nekraha
1924,Igor Nelubovich
1925,Igor Petunin
1926,Igor Pose
1927,Igor Prokop
1928,Igor Shulman
1929,Igor Skaletsky
1930,Igor Vdovkin
1931,Igor Volozhanin
1932,Igor Zhuk
1933,Ildefonso Aguilar
1934,Ilfat Davutov
1935,Ilgvars Zalans
1936,Ilia Kimz
1937,Ilian Savkov
1938,Ilir Pojani
1939,Ilja Schnorr
1940,Ilona Motalina
1941,Ilona Szalay
1942,Ilse Joris
1943,Im
1944,Imelda Keyen
1945,Imren IYEM
1946,Ina Steinhusen
1947,Indiagenous
1948,IneLouise Mourick
1949,Ines Barquero
1950,Ines Khadraoui
1951,Ines Klich
1952,Inez Froehlich
1953,Ingaside
1954,Ingiberg
1955,Ingrid Chapellin
1956,Ingrid Dinu
1957,Ingrid Knaus
1958,Inita Sabanska
1959,Inna Savenko
1960,Inés & Ciro Nature Paintings
1961,Iolanda Pasquali Iolanda (Yo Souris)
1962,Ion Vacareanu
1963,Ira And
1964,Ira Ira
1965,Ira Ivanova
1966,Ira Upin
1967,Ira Volkova
1968,Iren Moroz
1969,Iren Tau
1970,Irena Belcovski
1971,Irena Depko Irina Depko
1972,Irena Jablonski
1973,Irena Orlov
1974,Irena Tone
1975,Irene Gronwall
1976,Irene Guerriero
1977,Irene Häfliger
1978,Irene Makarova
1979,Irina Bardița
1980,Irina Bizyaeva
1981,Irina Bogdanova
1982,Irina Ges
1983,Irina Greciuhina
1984,Irina Ibragimova
1985,Irina Inozemtseva-Lopes
1986,Irina Kapitulskaia
1987,Irina Kuzina
1988,Irina Laube
1989,Irina Matiash
1990,Irina Mironets
1991,Irina Oleynik
1992,Irina Pronina
1993,Irina Rezvyakova
1994,Irina Rumyantseva
1995,Irina Seller
1996,Irina Vladau
1997,Irina Voiku
1998,Iris Lavy
1999,Irjan Moussin
2000,Irvin Grassi
2001,Iryna Kalyuzhna
2002,Iryna Kastsova
2003,Iryna Maksymova
2004,Iryna Nuhimovich
2005,Iryna Tatur
2006,Iryna Yermolova
2007,Irynahorseart
2008,Isabel Ayerbe
2009,Isabel Mahe
2010,Isabel Tapias
2011,Isabel Villamor Usabiaga
2012,Isabella Theys
2013,Isabelle Ch. De Sereville
2014,Isabelle Charmot
2015,Isabelle Duverger
2016,Isabelle Garcia
2017,Isabelle Jacq Gamboena
2018,Isabelle Joubert
2019,Isabelle Lebret
2020,Isabelle Mignot
2021,Isabelle Pelletane
2022,Isabelle Philips-Decramer
2023,Isabelle Reygaerts
2024,Isabelle Richaud
2025,Isabelle Schenckbecher-Quint
2026,Isabelle Stock
2027,Isabelle Vougny (Via)
2028,Iskan
2029,Istvan Cene Gal
2030,István JARMECZKY
2031,Iuliia Serpilina
2032,Iure Cormic
2033,Iva Troj
2034,Ivan Gideon Mijatovic
2035,Ivan Kelarev (artkelar)
2036,Ivan Ormanzhi
2037,Ivan Pili
2038,Ivan Stoyanov
2039,Ivan Tarasov
2040,Ivo Oranje
2041,Ivory Art Gallery
2042,Iwona Altmajer
2043,Iza Zaro
2044,Izabella Hornung
2045,Iñaki Arbulo
2046,J Reichler
2047,J. Leboy Boyer
2048,J.F. Goetze
2049,J.Kesin
2050,J.Tafforeau
2051,JJ Galloway
2052,JLoren Reedy
2053,JOSE  ANTONIO HINOJOS
2054,JOSE LARA
2055,JUAN MARTINEZ PARENTE
2056,JULIE LYNCH
2057,Jacco Hinke
2058,Jacek Malinowski
2059,Jackie
2060,Jacob Jugashvili
2061,Jacqueline Cattoen Marcelin
2062,Jacqueline Faubert
2063,Jacqueline Flumian
2064,Jacqueline Pascaud
2065,Jacqueline Wilkinson
2066,Jacqueline van der Plaat
2067,Jacques Bouquet
2068,Jacques Durand
2069,Jacques Maupas
2070,Jacques Moncho (Art d'antan)
2071,Jacques Pierre Pichon
2072,Jacques Volpi
2073,Jacquie Gouveia
2074,Jade Fenu
2075,Jagoda Kaczmarczyk - Hudzik
2076,Jaime Derringer
2077,Jaime Domínguez
2078,Jaime Rozen
2079,Jaio Dos Anjos
2080,Jaja-Fol
2081,Jakob Gold
2082,Jakub Szymański
2083,James Bagatel
2084,James Earley
2085,James Hartman
2086,James Massena March
2087,James Potter
2088,James Tebbutt
2089,Jamie Gray
2090,Jamie Lee
2091,Jan Aanstoot
2092,Jan F Welker
2093,Jan Poncelet
2094,Jan Raats
2095,Jan Rippingham
2096,Jan Rogers
2097,Jan Teunissen
2098,Jana Štok
2099,Jane Elizabeth Cullum
2100,Jane Kenyon
2101,Jane Sukiasyan Jane
2102,Janet Hamilton
2103,Janette Hassan
2104,Janevona Liu
2105,Jani Rossouw
2106,Janice Serilla
2107,Janice Sztabnik
2108,Janick Laguitton
2109,Janie Marty-Rozet
2110,Janikor
2111,Janis Zingitis
2112,Janna
2113,Jaroslaw Broitman
2114,Jason Balducci
2115,Jason Steyn
2116,Jason Wright
2117,Jaume Muñoz
2118,Jay chung
2119,Jean David
2120,Jean François Guelfi
2121,Jean François Poussard
2122,Jean Gounin
2123,Jean Jacques Royo
2124,Jean Louis Vautier
2125,Jean Luc Onré
2126,Jean Michel Houee
2127,Jean Michel Yon
2128,Jean Mirre
2129,Jean Oillet
2130,Jean Paul Boyer
2131,Jean Vergne
2132,Jean-Christophe Labrue
2133,Jean-Christophe Pagès
2134,Jean-Claude Coustilieres
2135,Jean-François Ferbos
2136,Jean-François Groisy
2137,Jean-François Hirsch
2138,Jean-Humbert Savoldelli
2139,Jean-Jacques Giraud
2140,Jean-Jacques Venturini
2141,Jean-Louis Manuel
2142,Jean-Louis Marty
2143,Jean-Louis Patrice
2144,Jean-Luc Almond
2145,Jean-Luc Garcia
2146,Jean-Luc Lopez
2147,Jean-Luc Sert
2148,Jean-Marc Brisset
2149,Jean-Marc Gayraud
2150,Jean-Marc Lemasson
2151,Jean-Marc Moschetti (encre-zen)
2152,Jean-Marie Gitard (Mr STRANGE)
2153,Jean-Marie Pen
2154,Jean-Michel Beuriot
2155,Jean-Michel Canal
2156,Jean-Michel Guenin
2157,Jean-Michel Roger
2158,Jean-Michel Yon
2159,Jean-Noël L'Harmeroult
2160,Jean-Noël Le Junter
2161,Jean-Paul Neglot
2162,Jean-Paul Schmitt
2163,Jean-Philippe Brunaud
2164,Jean-Philippe Guffroy
2165,Jean-Pierre Baïlé
2166,Jean-Pierre Borderie
2167,Jean-Pierre Cales
2168,Jean-Pierre Craninx
2169,Jean-Pierre Vanhonsebrouck
2170,Jean-Roch Klethi
2171,Jean-Sebastien Ouellet
2172,Jean-Yves Le Breton
2173,Jean-Yves Tabourot
2174,Jean-Yves Verne
2175,Jeanmarchapelet
2176,Jeanne Saint Chéron
2177,Jeannette Giannini
2178,Jeff Andreotti
2179,Jeff Puissant
2180,Jeffrey Isaac
2181,Jeffrey Tover
2182,Jelena Aleksić
2183,Jelena Djokic
2184,Jelena Petkovic
2185,Jems Cehes
2186,Jenksie
2187,Jennie Smallenbroek
2188,Jennifer Taylor
2189,Jennifer Warren
2190,Jennifer Wojinski
2191,Jenny Furman
2192,Jenny Gray
2193,Jenny Lundgren
2194,Jenny Toft
2195,Jeong Ah Lim
2196,Jeremy Prim
2197,Jerod.
2198,Jeroen Allart
2199,Jeroen Blok
2200,Jeroen Molenaar
2201,Jerome Chauvin (JICE)
2202,Jerome Plutino
2203,Jessica Eichman
2204,Jessica Hendrickx
2205,Jessica Karam
2206,Jessica Kirkpatrick
2207,Jessica M Chaix
2208,Jessica Matier
2209,Jessica Muller
2210,Jessica Rimondi
2211,Jessica Ruth Freedman
2212,Jessy Cho
2213,Jgsprayart®
2214,Ji Aime Art
2215,Jianfeng CHEN
2216,Jianxing Li
2217,Jicé
2218,Jil Evans
2219,Jill Carrott
2220,Jill Lear
2221,Jill Malouf
2222,Jim Céladon
2223,Jim Ford
2224,Jim Harris
2225,Jim Whalen
2226,Jiri Havlik
2227,Jitka Anlaufova
2228,Jls-Art
2229,Jmbr
2230,Jo Beer
2231,Jo San-Liliane Bordes
2232,Joan Popli
2233,Joan Reilly
2234,Joan.Perez.Artist
2235,Joana Bisquert Mari
2236,Joann Amitrano
2237,Joanna Buis
2238,Joanna Buszko
2239,Joanna Mlącka
2240,Joanna Myles
2241,Joanna W
2242,Joanna Zakrzewski
2243,Joao Miranda
2244,Joaquim Santaló
2245,Job
2246,Jobert Martin
2247,Jocelyne Deschamps-Kus
2248,Joe A. Oakes
2249,Joe Dolack
2250,Joe Kotas
2251,Joe M. Ruiz
2252,Joel Stamming
2253,Joelle Girard
2254,Johan K.
2255,Johanna Bath
2256,Johanna Meunier
2257,Johanna Siegel
2258,Johanne 8
2259,Johanne Proulx
2260,Johanne Spinella
2261,Johannes Van Uden
2262,John  Hacking
2263,John A Sargent III
2264,John Boudreau
2265,John Defeo
2266,John Halliday
2267,John Jackson
2268,John Kilduff
2269,John Lally
2270,John Lindus
2271,John O'Grady
2272,John Rula
2273,Jolanda Bakker - Art
2274,Jon Cooper
2275,Jonas Fisch
2276,Jonas Vaitys
2277,Jonathan David Lange
2278,Jonathan McAfee
2279,Jonathan Menashy
2280,Jonathan Pradillon
2281,Jonathan Speed
2282,Joncquil De  Vries
2283,Joong-hyun Park
2284,Joost Verhagen
2285,Jora Yoptovich
2286,Jordana Pardo
2287,Jorge Calero
2288,Jorge Cúneo Topich (Arte y Manchas)
2289,Jose Antonio Velazquez Novoa
2290,Jose Luis Santamaria Campos
2291,Jose M Palacin Calvo
2292,Jose Manuel Muñoz Serrano (oleoserrano)
2293,Josep Obradors
2294,Josep Pozo
2295,Joseph Urie
2296,Josette Roboam
2297,Josh Bowe
2298,Josh Byer
2299,Joshua Benmore
